#,6,21,33,16,4,23,35,14,2,0,28,9,26,30,11,7,20,32,17,5,22,34,15,3,24,36,13,1,37,27,10,25,29,12,8,19,31,18
57,1,4,1,,1,1,1,,3,3,,,,,1,,,1,,,2,2,,1,3,1,2,3,,,1,1,1,,1,1,,2
58,1,1,1,2,1,1,2,2,,1,1,1,1,1,,,,2,2,2,2,1,,,,1,1,1,1,,,,,,3,2,2,2
59,1,2,3,,1,,1,,1,,2,,1,,,1,2,,,2,1,,,1,2,,1,1,1,2,1,1,3,2,1,1,2,1
60,,,3,1,1,2,1,,1,,1,2,3,,2,,2,1,1,,1,,2,1,2,1,1,4,,,,,,2,,1,2,
61,2,,2,1,,1,,2,1,1,1,1,2,1,,1,1,,2,1,,2,2,1,,1,,,1,1,1,2,2,2,,1,1,1
62,2,2,2,1,1,1,1,2,,2,,,2,1,1,,,1,,1,2,2,1,,,1,,1,2,,1,3,,,,1,1,3
63,,1,2,1,3,,2,1,1,1,2,1,,,,,,,2,3,,3,,2,,1,1,1,1,3,,,1,,1,3,1,
64,1,1,1,,1,,,,,,2,1,2,1,1,,,,2,,1,1,,1,1,4,3,1,4,1,,2,5,,1,,,
65,2,1,1,,,1,,,,,,,,,,2,,,2,3,1,1,1,1,1,1,2,,3,1,2,1,1,1,1,1,1,6
66,,3,1,1,,,,2,2,4,,,,,1,2,2,2,1,,2,1,,1,1,,,1,1,3,,1,1,1,,3,,1
67,2,,1,,1,2,,2,,1,1,1,1,1,,,1,,2,,3,,1,,1,1,2,,1,1,2,2,,1,1,1,4,1
68,,,1,,1,,2,,1,,,,3,3,2,1,1,3,1,,,1,,2,,,2,1,2,2,,1,1,1,2,1,2,1
69,,2,1,,2,2,,,1,2,1,2,1,1,1,,1,1,2,2,,3,,2,,1,1,1,1,1,,3,,,,1,1,1
70,,,,1,2,2,,2,1,1,1,2,2,,1,1,2,2,,2,,,1,1,,1,2,,1,1,3,,,,4,,1,1
71,,1,4,1,,,2,1,,,,1,,1,2,3,1,,,,,1,1,1,1,2,,,4,1,,1,1,2,3,1,1,1
72,2,,2,,3,,1,1,1,,1,2,,,2,1,,,1,2,,,1,1,2,2,2,,1,2,,,2,,4,,2,
73,,,1,3,2,2,,,,,1,2,1,2,1,3,1,,2,,3,1,3,,1,3,1,1,,,,1,,,,1,2,
74,,,3,2,,,2,1,,,3,1,,2,3,1,,1,2,2,1,,3,1,,1,1,2,,1,1,1,,,1,1,,1
75,2,2,2,,1,5,,,,,,,,,1,,1,1,,1,2,2,3,,1,1,,1,3,1,,,1,,2,,3,2
76,,3,,2,2,2,,,1,,3,2,1,2,,3,2,,1,1,1,1,2,1,1,,1,1,,1,1,,2,,,,,1
77,1,,,,,3,1,1,3,1,2,,1,3,1,,,,1,2,,1,,1,2,2,,8,,1,,,1,,1,,1,
78,,,1,,,1,3,,1,2,1,2,,1,2,,,1,3,1,2,1,1,,,,2,,,1,3,1,1,3,1,2,1,
79,2,2,,1,,2,,2,1,1,1,,,,,1,1,1,2,2,3,,,1,1,,1,,2,,1,1,2,,,4,2,1
80,1,3,3,1,,,1,1,2,,1,,1,,1,,,,3,4,1,2,2,,1,1,1,1,,,,,2,2,,,1,2
81,2,2,2,1,,1,1,1,,,,,1,,,4,1,1,1,3,3,2,2,2,,1,,,,,1,1,1,1,,1,1,1
82,1,,2,2,1,,,1,,,,1,1,2,1,2,2,1,1,,1,,2,,2,,,2,2,,5,1,,1,2,,1,1
83,1,1,1,,,1,,1,,2,2,3,2,1,,,1,,1,1,2,4,,1,2,,1,1,1,,1,1,3,,1,1,1,
84,,2,,,,,,2,1,,,,2,1,,4,,1,2,3,1,1,2,1,2,4,1,1,1,1,,1,1,1,,1,1,
85,1,,4,2,2,2,,,1,,2,1,1,,,,,2,1,,1,1,3,1,1,1,2,2,1,,,,,,2,2,2,
86,1,1,,1,2,6,,1,1,2,1,,2,,1,2,2,,2,,1,,1,,1,1,1,1,,,,,2,2,1,1,1,
87,1,1,1,1,1,2,2,1,,,3,2,2,1,1,1,2,1,1,1,1,,2,,1,,,2,1,,2,1,,,3,,,
88,,,1,1,1,1,1,5,1,1,2,1,1,1,2,,2,1,,3,,2,3,1,,,3,,1,,,,,,1,1,1,
89,1,1,,,,,,,3,2,2,2,4,,,,1,1,1,,1,2,,,1,2,1,2,1,,,3,2,1,2,2,,
90,1,,2,1,1,1,,3,1,,,1,,,,,1,2,2,,1,3,3,1,,1,,1,3,,1,,1,3,1,1,1,1
91,1,,,3,,,2,2,2,1,4,1,,2,2,1,1,1,1,1,,1,,1,1,1,1,,4,,1,3,,,,,,
92,1,,3,1,,2,,,2,,3,2,2,3,1,1,1,,,3,,1,2,,2,,,2,1,3,,1,,,1,,,
93,1,3,,3,4,,,1,4,,2,1,,1,1,1,,1,2,,,,2,1,2,1,,,2,,,1,,2,1,,1,
94,1,,1,2,2,1,,1,,2,,1,,,,,1,,3,1,1,,1,1,1,3,1,1,1,,1,4,1,1,,2,1,2
95,1,1,2,,1,1,1,1,1,1,,1,,,4,2,2,1,1,1,,,1,2,1,2,,3,,,1,2,1,2,1,,,
96,,1,2,1,2,1,,,2,,,2,,1,3,2,2,2,3,1,,,2,,1,1,,2,,1,,,1,1,1,1,1,1
97,,2,,2,,2,2,2,,,1,1,,2,2,1,1,1,1,,,,1,2,,,,1,2,3,1,2,1,1,,2,2,
98,1,2,,1,,2,1,,,,1,,,3,4,2,,,,,1,,,2,4,1,1,,3,,1,,2,,1,3,,2
99,,1,3,2,,2,,,1,1,,,,1,3,,1,3,1,2,,,,,2,,,2,2,1,1,2,,1,1,2,3,
100,1,3,,1,1,,1,1,,,1,,1,2,1,1,,2,,1,,3,2,1,,1,2,1,1,,,1,4,2,,1,1,1
101,,1,3,2,,,2,1,1,1,1,1,,2,1,3,1,,2,,2,,2,,,,1,,1,,2,1,,2,1,2,2,
102,,,2,2,1,2,2,1,,1,2,1,,,1,,1,,,1,1,2,,2,1,,5,1,4,3,1,,,,,,,1
103,,,1,,3,1,2,,,1,,2,2,4,,1,1,,2,,1,1,1,2,,1,1,1,,1,,1,,3,1,2,1,1
104,2,1,1,2,1,,,1,1,1,,,3,2,1,1,,2,,1,,1,,,1,1,3,3,1,1,1,1,2,,,,3,
105,3,,2,2,1,4,,,4,,,1,1,1,3,,,4,,1,1,1,1,1,,1,,1,2,,1,,,,,1,,1
106,1,,2,1,1,1,,,,1,1,2,1,1,,1,3,,1,2,2,3,2,1,2,,1,,1,,,,,1,2,2,2,
107,1,2,,,3,,1,1,1,2,,1,3,,,,,,1,2,2,,,3,1,1,2,1,,,1,,1,3,,1,2,2
108,1,,,3,2,2,,,2,1,3,1,,,1,,1,,4,,,,,,,2,1,1,2,,1,2,2,,3,1,2,
109,1,,1,,3,,1,,1,2,,2,1,1,1,1,1,3,,,,,,,,1,3,2,1,1,1,1,1,5,3,,,
110,,1,,1,,4,1,1,1,,,2,1,2,,,1,2,3,,,1,,2,2,2,2,,2,,1,,1,1,2,,2,
111,2,1,1,,3,,2,1,,2,1,,1,1,,,1,1,1,2,1,,4,,,,1,,2,1,,2,1,1,,4,1,
112,,2,1,1,2,2,2,,,,1,,3,1,2,2,,1,3,2,,2,,1,,1,,,,2,1,,,,,1,4,1
113,1,2,,,,,1,,,4,2,2,1,1,1,2,,,1,,1,2,,1,1,,1,1,2,2,,2,2,1,1,1,1,1
114,,,,,1,,3,,2,2,,,1,1,2,3,1,1,3,1,,1,2,2,3,,1,,2,1,,,1,,1,2,,1
115,,,,,3,2,3,,2,2,3,2,2,1,1,,,2,,,,4,,,,1,2,1,,1,1,3,,,2,,,
116,1,2,,1,2,4,3,,2,2,,1,4,1,,,,,1,2,,,1,,,,,1,2,,,2,1,1,1,,,3
117,,1,,5,,2,2,3,1,,2,2,,,,2,,,1,,1,1,,1,,1,2,4,,,,1,1,,1,2,1,1
118,1,2,,,3,,1,,3,,1,2,1,,1,,1,3,1,1,,2,,,2,1,1,1,1,,2,,2,2,,2,1,
119,,,2,2,,1,1,,,,1,1,1,,2,1,1,3,1,3,1,1,,,1,1,2,2,2,,1,1,2,1,1,2,,
120,2,1,2,2,1,3,1,,2,1,,,2,1,,1,1,2,,1,4,,,,1,1,,2,1,1,,2,,1,1,,1,
121,5,1,,1,,2,,1,2,2,1,,2,3,2,2,,1,1,1,,1,,2,,,,,,1,,,,,4,3,,
122,,,1,,1,1,,1,,1,1,1,2,,2,,1,,3,3,1,2,2,1,2,1,,2,2,,,1,1,1,1,1,,2
123,1,1,2,2,,1,,3,2,1,1,1,1,2,,1,1,,3,2,1,1,1,,1,1,,,1,1,2,1,,1,,1,1,
124,2,,1,1,,,2,,,2,,,2,1,,1,2,2,1,1,3,,3,1,1,1,2,1,,2,1,1,1,,1,1,1,
125,,3,,1,1,2,,1,,,,2,,1,,2,,1,,1,1,2,4,2,,3,2,,,1,,4,,1,,1,1,1
126,,,,1,1,1,2,1,,1,2,,1,1,,,1,,1,,1,2,3,1,4,2,1,3,2,,2,1,,1,,2,,
127,1,,,2,4,,,2,2,,1,2,1,,,1,1,2,,2,1,,,1,3,,1,1,2,1,,2,1,2,,,1,1
128,2,1,2,1,2,3,,,1,,,1,3,1,,,,2,,2,1,1,,,,,1,2,2,2,,2,1,3,1,,,1
129,,,2,3,1,1,1,1,2,1,1,1,,1,3,1,1,,1,1,,,,1,,1,3,1,1,1,,5,2,,,1,,
130,1,,1,,,,2,3,,3,1,2,3,,2,2,2,2,,,,,,2,1,,1,1,2,1,,,,,3,1,1,1
131,1,3,1,2,1,1,,,,,,,1,,,3,,1,1,1,1,3,1,2,2,1,,2,1,1,2,2,,,,3,,1
132,1,,2,1,,,3,,1,,1,,2,1,2,,1,4,1,1,1,2,1,4,,2,,,,1,,,1,,3,,2,
133,1,2,1,1,1,,1,1,1,,,1,,4,1,1,2,,,3,2,,1,,,3,1,,,2,,,2,1,3,1,1,
134,,1,1,1,3,,1,1,1,1,3,3,1,1,,,2,,1,2,1,1,1,,,2,,1,1,,2,,3,1,,,,2
135,3,,,2,,,1,1,1,2,1,,2,1,1,3,,2,,1,1,,1,,3,1,,1,1,2,,,1,1,1,2,,2
136,2,1,1,1,3,,,2,1,,,,1,2,1,1,1,2,1,1,,,3,,1,2,,1,,1,,,3,2,1,1,2,
137,,,1,,,3,1,1,1,,2,3,2,3,,2,,1,,,,,1,2,,2,1,2,1,1,2,1,,,2,2,,1
138,,1,2,1,1,1,,2,1,1,1,,2,1,,2,,,2,3,2,,1,1,3,,1,,,,2,2,1,,2,1,1,
139,,2,1,1,,1,2,1,,,,1,,1,1,,2,,2,2,2,1,1,3,,1,1,2,1,1,,3,,1,1,1,,2
140,,1,1,,2,,2,,1,,,1,1,2,1,1,1,3,,1,1,1,1,2,2,,2,3,1,,,2,,1,1,2,,1
141,,,3,1,1,,2,,,,1,1,,3,,2,1,,1,,2,,,,2,1,1,,,1,1,2,1,,1,3,3,4
142,1,1,1,,1,4,,2,1,1,2,,2,3,,1,,3,2,1,,1,1,,1,,,,,1,1,1,1,1,,,2,2
143,,,1,1,,2,2,1,2,2,1,1,1,,3,2,2,1,2,1,1,,1,,1,,,,,1,,2,2,2,1,,2,
144,1,,,2,2,,,2,,,1,1,1,3,4,,2,,,,1,1,,3,4,,,1,1,1,2,2,,,1,1,,1
145,,,,1,,1,2,1,3,,1,,1,2,1,2,2,,2,1,4,1,,,2,,2,2,,,,2,,1,2,1,,1
146,1,3,3,2,1,,1,,,,2,,,,2,,,,1,2,1,3,1,,2,,2,2,2,2,,,2,2,,,1,
147,2,1,,,,1,3,1,1,,,,2,3,1,2,1,1,1,1,,2,4,,,1,,2,,2,2,,2,,,1,1,
148,1,,3,,2,,,4,2,,,1,,1,2,,1,1,1,2,,3,2,,1,,2,1,,1,1,,2,,3,1,,
149,,1,,1,,2,1,1,2,,2,1,,1,,,,1,2,1,,,2,2,,,2,,,3,3,1,2,,4,1,2,
150,1,1,,,1,3,2,1,1,3,1,1,,,1,2,1,1,1,2,1,2,1,1,1,,2,2,,2,,,1,1,1,,,
151,1,,1,,1,1,1,2,2,1,1,,1,1,1,2,2,1,2,1,,1,1,,1,1,2,2,,1,2,,1,1,,1,,2
152,3,1,,,,1,1,,,1,1,1,2,2,1,3,,,1,,3,2,1,2,1,1,,,1,3,1,1,1,,1,1,1,
153,,1,,,,,1,,2,2,2,1,1,2,,1,1,1,3,1,2,1,,,2,,,2,1,1,2,,,5,,2,1,
154,1,2,1,2,,,,,,1,3,3,,1,1,2,,1,2,2,1,,2,1,,1,,2,,,,,2,2,2,,,3
155,2,1,3,1,,2,,1,,2,,1,2,1,1,2,1,2,,,2,,1,4,,,,1,,1,1,,2,1,2,,,1
156,1,1,,2,3,2,1,2,1,,2,1,3,,,,,2,2,1,1,,2,2,1,,,2,,,2,2,,,,1,1,
157,1,,1,2,,,3,1,,,1,2,,1,2,,,,4,1,,3,1,1,,,,1,1,3,1,3,,3,1,,1,
158,,1,1,,1,4,1,1,1,2,1,2,3,1,1,1,1,,,1,1,,,1,,3,2,3,,1,,,1,1,1,1,,
159,1,,,1,1,2,2,,,,1,,,2,2,,,,1,1,1,,1,3,1,1,2,,1,1,3,1,1,2,1,2,1,2
160,1,1,1,,3,4,,,,1,,,3,1,,1,,1,1,,1,2,1,4,2,1,1,1,3,,,1,,1,1,,,1
161,,3,,2,,2,1,,,1,1,2,1,1,,2,,,,,3,2,2,2,,1,2,,1,,1,,2,1,,4,1,
162,1,1,,3,1,2,,1,1,,1,2,,1,1,,,1,1,3,1,,,3,4,2,,1,1,,2,1,,1,,,1,1
163,,,,1,,1,2,,,1,1,1,3,,,1,1,3,3,1,1,2,1,1,,1,1,2,1,,1,2,,2,1,2,1,
164,4,1,,1,,,1,5,1,3,1,,4,,,,,2,2,1,,1,,,,,,2,1,,1,2,1,1,,1,1,1
165,,1,,1,,3,2,1,1,3,1,4,,1,,,1,,,,,1,5,2,2,1,,,1,2,,1,,1,1,,,2
166,1,2,1,,,2,,1,2,,1,,1,1,,,1,1,,,1,2,3,1,2,,1,1,1,2,3,1,1,1,1,1,1,1
167,,1,,1,3,2,2,,3,2,2,1,,1,1,1,1,,1,,,1,1,,2,2,1,1,,,2,1,2,2,,,,1
168,,,2,3,1,,,,1,1,1,1,1,,3,4,3,1,,,2,,,2,,,1,2,,1,1,2,1,,,3,,1
169,1,,1,,3,1,,,,1,,1,,,3,1,,1,1,1,,1,2,4,,1,2,,2,,1,1,1,1,2,4,1,
170,1,,,,,1,,1,,,,2,1,2,1,1,2,,,2,1,1,1,2,,3,,1,1,,1,5,1,2,,1,1,3
171,1,,2,1,1,,2,,1,3,,1,,,,,1,1,3,1,1,1,1,,,1,,,3,3,1,2,2,1,1,,1,2
172,,1,1,,1,1,2,1,1,1,3,1,,1,,,2,,2,2,2,1,4,1,,1,1,2,2,2,,1,,1,,,,
173,,1,1,1,,,2,,1,,1,1,,,1,1,,3,2,1,2,1,,,,2,1,1,1,1,2,1,4,1,,2,2,1
174,,,2,1,,1,1,,1,1,,1,1,,,,3,1,2,1,2,2,,2,3,,1,,,1,2,1,,1,1,1,1,4
175,2,2,,2,,1,1,1,2,1,,1,,2,1,,1,1,1,,2,1,,,,,2,,1,,1,3,2,2,1,,2,2
176,1,,,2,,1,1,,2,1,,1,1,,2,3,1,,2,,2,,5,,,,1,,1,2,,2,,1,2,1,1,2
177,3,1,1,,1,1,2,1,1,,1,1,1,2,,1,,1,1,1,,,3,1,,1,2,,1,2,,,1,1,4,,2,
178,1,2,,,1,2,,3,,2,,,2,2,2,1,3,,1,1,4,2,,3,1,,1,,1,,,,,,1,1,,1
179,1,1,,,1,2,,,,1,4,2,1,1,2,2,2,,2,1,,1,2,1,3,1,1,,,,1,1,,3,1,,,
180,,2,1,,1,2,1,,1,3,3,,,,,2,1,,1,1,1,2,,2,2,1,2,,1,,,1,2,1,2,,,2
181,1,1,1,,1,4,1,3,,2,,,2,,1,1,,,1,,1,,3,2,,1,,1,2,1,,3,,,2,,2,1
182,,1,1,1,2,2,1,2,2,2,,1,,,2,2,1,1,,1,1,,,,2,,3,1,,1,1,1,,1,1,1,1,2
183,2,3,,1,,1,1,1,4,,,1,1,,1,,,1,3,,3,1,,1,1,,1,,1,,,1,,1,3,2,2,1
184,,,2,,,,1,1,2,1,,1,3,1,1,,,2,,1,,2,,1,1,,4,2,3,2,,1,1,1,3,1,,
185,1,3,2,1,,2,,,1,2,,,1,1,1,1,,3,1,2,,3,2,,,1,1,,,1,1,,1,,2,1,2,1
186,2,,,2,1,2,,,1,1,2,1,3,1,,,,,1,2,2,1,,2,1,,2,,1,,2,1,1,3,,,1,2
187,,,1,,,1,1,2,1,2,,1,,2,2,,1,1,,1,1,2,,4,3,,,4,1,,,1,2,,1,,2,1
188,1,,3,2,1,,2,2,,,,2,,1,,3,3,,1,1,3,1,2,,1,1,,2,,1,,,,,2,,1,2
189,2,2,1,1,2,1,2,,1,3,,,1,,,1,,,,1,,1,1,2,1,3,,,,1,2,2,2,,3,,,2
190,,3,,,2,,1,,,1,2,2,,2,2,1,,2,3,1,,1,1,1,,,,,,1,1,3,4,,,1,2,1
191,,1,1,1,,2,1,1,1,2,,2,2,1,1,3,3,1,1,1,2,2,1,,1,2,,1,,,,2,,1,,,,1
192,1,1,1,1,,2,,,,2,1,1,1,,1,1,1,1,1,2,1,1,,,2,3,,1,2,1,,3,2,,1,1,1,1
193,2,1,,,1,,,,,,,4,1,1,,1,,1,,1,,,,1,3,2,1,1,1,3,,,2,,3,2,3,3
194,1,,2,,2,2,,,1,,,1,2,,1,1,1,,,,2,,1,1,3,3,1,,1,1,2,1,2,2,1,,1,2
195,1,2,,,1,,1,1,2,1,1,2,1,,3,2,,1,,4,,,1,,2,1,2,2,2,1,1,1,,1,,,1,
196,,,,4,,3,2,,,,,1,1,2,,1,,2,3,2,1,,,1,,,3,2,,2,1,2,1,,1,2,1,
197,2,2,1,1,,1,1,,1,3,,1,2,,,,1,,,,,1,2,1,,2,2,,1,1,1,2,2,2,1,2,1,1
198,2,2,,,2,,1,1,,2,,1,2,1,1,2,2,1,1,1,1,3,2,,2,2,1,1,,,,,1,,1,1,1,
199,3,3,,2,1,2,,,,1,,1,,2,1,,,5,,1,2,1,1,,,1,,,1,1,1,2,,2,,,1,3
200,1,1,,,1,2,2,1,1,,2,3,,1,,2,3,1,,1,1,1,1,1,1,,,1,2,,1,2,,1,,1,1,2
201,1,,2,,2,1,2,,,3,,,,2,2,,,,1,1,1,,1,,,1,,2,3,2,2,1,1,,3,1,2,1
202,1,1,2,2,1,4,,1,1,,2,1,1,,1,,1,,1,,1,2,,,,3,,,,1,2,,2,,2,1,2,2
203,1,2,3,1,,1,,1,,,,1,,1,2,1,,,1,,,1,1,,,2,2,1,1,1,3,4,3,1,2,1,,
204,2,,,1,1,5,2,3,,3,,1,,1,1,1,1,1,,,1,1,,,2,1,2,1,,2,,,,3,,2,,
205,,2,,,1,1,,1,1,1,,2,2,1,5,,2,,2,1,3,2,,,1,1,,1,1,1,1,,,,1,2,1,1
206,1,,,,1,,1,1,1,2,2,1,1,,1,1,1,1,2,1,1,,2,,2,3,,,,1,2,,,3,4,1,1,
207,2,,2,,1,2,1,1,1,1,,1,,1,,2,3,1,1,1,2,1,2,1,1,1,,1,,,1,,,1,1,1,3,1
208,,1,3,,,,2,1,,,3,1,1,1,2,1,2,1,,1,,1,2,3,1,1,1,,,,2,2,1,,,1,2,1
209,,1,1,,1,2,,1,,1,1,,2,1,1,2,2,2,1,,2,1,1,1,,2,1,,1,,1,1,2,2,1,1,1,1
210,1,2,2,,,1,1,,1,1,,,2,1,1,1,,,1,2,,2,2,3,2,,1,,2,,2,1,2,1,1,1,,1
211,1,1,,,,2,1,2,2,3,1,,,,1,4,1,1,2,1,1,,,1,,3,1,,,,2,2,1,1,2,1,,
212,,1,1,1,2,2,,1,1,1,,1,,2,,1,3,,,,1,1,,2,,1,,1,2,1,,2,3,1,,,2,4
213,1,,1,,,1,,3,2,2,,1,1,1,1,2,,1,1,,1,1,1,,1,1,2,,1,1,2,1,3,,1,2,2,
214,1,1,,,,1,1,1,1,3,1,2,,,,,5,2,1,1,1,1,3,,2,1,,,1,1,1,,,,,2,2,2
215,1,1,,1,3,1,1,,,,1,2,,2,3,,,2,,1,1,,,,1,1,,,,,6,,1,,2,4,2,1
